name;suspiciousness_value
org.openpnp.machine.reference.driver$NullDriver#setHeadLocation(org.openpnp.spi.Head,org.openpnp.model.Location):81;1.0
org.openpnp.machine.reference.driver$NullDriver#setHeadLocation(org.openpnp.spi.Head,org.openpnp.model.Location):82;1.0
org.openpnp.machine.reference.driver$NullDriver#getLocation(org.openpnp.machine.reference.ReferenceHeadMountable):99;1.0
org.openpnp.machine.reference.driver$NullDriver#moveTo(org.openpnp.machine.reference.ReferenceHeadMountable,org.openpnp.model.Location,double):111;1.0
org.openpnp.machine.reference.driver$NullDriver#moveTo(org.openpnp.machine.reference.ReferenceHeadMountable,org.openpnp.model.Location,double):112;1.0
org.openpnp.machine.reference.driver$NullDriver#moveTo(org.openpnp.machine.reference.ReferenceHeadMountable,org.openpnp.model.Location,double):116;1.0
org.openpnp.machine.reference.driver$NullDriver#moveTo(org.openpnp.machine.reference.ReferenceHeadMountable,org.openpnp.model.Location,double):120;1.0
org.openpnp.machine.reference.driver$NullDriver#moveTo(org.openpnp.machine.reference.ReferenceHeadMountable,org.openpnp.model.Location,double):123;1.0
org.openpnp.machine.reference.driver$NullDriver#moveTo(org.openpnp.machine.reference.ReferenceHeadMountable,org.openpnp.model.Location,double):125;1.0
org.openpnp.machine.reference.driver$NullDriver#moveTo(org.openpnp.machine.reference.ReferenceHeadMountable,org.openpnp.model.Location,double):134;1.0
org.openpnp.machine.reference.driver$NullDriver#moveTo(org.openpnp.machine.reference.ReferenceHeadMountable,org.openpnp.model.Location,double):135;1.0
org.openpnp.machine.reference.driver$NullDriver#moveTo(org.openpnp.machine.reference.ReferenceHeadMountable,org.openpnp.model.Location,double):136;1.0
org.openpnp.machine.reference.driver$NullDriver#moveTo(org.openpnp.machine.reference.ReferenceHeadMountable,org.openpnp.model.Location,double):137;1.0
org.openpnp.machine.reference.driver$NullDriver#moveTo(org.openpnp.machine.reference.ReferenceHeadMountable,org.openpnp.model.Location,double):138;1.0
org.openpnp.machine.reference.driver$NullDriver#moveTo(org.openpnp.machine.reference.ReferenceHeadMountable,org.openpnp.model.Location,double):140;1.0
org.openpnp.machine.reference.driver$NullDriver#moveTo(org.openpnp.machine.reference.ReferenceHeadMountable,org.openpnp.model.Location,double):141;1.0
org.openpnp.machine.reference.driver$NullDriver#setEnabled(boolean):281;1.0
org.openpnp.machine.reference.driver$NullDriver#setEnabled(boolean):282;1.0
org.openpnp.machine.reference.driver$NullDriver#setEnabled(boolean):283;1.0
org.openpnp.machine.reference.driver$NullDriver#checkEnabled():322;1.0
org.openpnp.machine.reference.driver$NullDriver#checkEnabled():325;1.0
org.openpnp.machine.reference.driver$NullDriver#setFeedRateMmPerMinute(double):332;1.0
org.openpnp.machine.reference.driver$NullDriver#setFeedRateMmPerMinute(double):333;1.0
org.openpnp.spi.base$AbstractHead#commit():53;1.0
org.openpnp.spi.base$AbstractHead#commit():54;1.0
org.openpnp.spi.base$AbstractHead#commit():59;1.0
org.openpnp.spi.base$AbstractHead#commit():60;1.0
org.openpnp.spi.base$AbstractHead#getCameras():100;1.0
org.openpnp.spi.base$AbstractHead#moveToSafeZ(double):124;1.0
org.openpnp.spi.base$AbstractHead#moveToSafeZ(double):125;1.0
org.openpnp.spi.base$AbstractHead#moveToSafeZ(double):130;1.0
org.openpnp.spi.base$AbstractHead#moveToSafeZ(double):131;1.0
org.openpnp.spi.base$AbstractHead#getDefaultCamera():162;1.0
org.openpnp.spi.base$AbstractHead#getDefaultCamera():163;1.0
org.openpnp.spi.base$AbstractHead#getDefaultCamera():166;1.0
org.openpnp.gui.support$Icons#getIcon(java.lang.String,int,int):48;1.0
org.openpnp.gui.support$Icons#getIcon(java.lang.String,int,int):49;1.0
org.openpnp.gui.support$Icons#getIcon(java.lang.String):57;1.0
org.openpnp.gui.support$SvgIcon#SvgIcon(java.net.URL,int,int):59;1.0
org.openpnp.gui.support$SvgIcon#SvgIcon(java.net.URL,int,int):61;1.0
org.openpnp.gui.support$SvgIcon#SvgIcon(java.net.URL,int,int):65;1.0
org.openpnp.gui.support$SvgIcon#SvgIcon(java.net.URL,int,int):66;1.0
org.openpnp.gui.support$SvgIcon#generateBufferedImage(org.apache.batik.transcoder.TranscoderInput,int,int):81;1.0
org.openpnp.gui.support$SvgIcon#generateBufferedImage(org.apache.batik.transcoder.TranscoderInput,int,int):82;1.0
org.openpnp.gui.support$SvgIcon#generateBufferedImage(org.apache.batik.transcoder.TranscoderInput,int,int):83;1.0
org.openpnp.gui.support$SvgIcon#generateBufferedImage(org.apache.batik.transcoder.TranscoderInput,int,int):85;1.0
org.openpnp.gui.support$SvgIcon#generateBufferedImage(org.apache.batik.transcoder.TranscoderInput,int,int):86;1.0
org.openpnp.gui.support$SvgIcon#generateBufferedImage(org.apache.batik.transcoder.TranscoderInput,int,int):87;1.0
org.openpnp.gui.support$SvgIcon#generateBufferedImage(org.apache.batik.transcoder.TranscoderInput,int,int):88;1.0
org.openpnp.gui.support$SvgIcon#generateBufferedImage(org.apache.batik.transcoder.TranscoderInput,int,int):89;1.0
org.openpnp.gui.support$SvgIcon#generateBufferedImage(org.apache.batik.transcoder.TranscoderInput,int,int):90;1.0
org.openpnp.gui.support$SvgIcon$BufferedImageTranscoder#SvgIcon$BufferedImageTranscoder(org.openpnp.gui.support.SvgIcon):122;1.0
org.openpnp.gui.support$SvgIcon$BufferedImageTranscoder#createImage(int,int):135;1.0
org.openpnp.gui.support$SvgIcon$BufferedImageTranscoder#writeImage(java.awt.image.BufferedImage,org.apache.batik.transcoder.TranscoderOutput):146;1.0
org.openpnp.gui.support$SvgIcon$BufferedImageTranscoder#writeImage(java.awt.image.BufferedImage,org.apache.batik.transcoder.TranscoderOutput):147;1.0
org.openpnp.gui.support$SvgIcon$BufferedImageTranscoder#getBufferedImage():153;1.0
org.openpnp.gui.support$SvgIcon$BufferedImageTranscoder#setDimensions(int,int):160;1.0
org.openpnp.gui.support$SvgIcon$BufferedImageTranscoder#setDimensions(int,int):161;1.0
org.openpnp.gui.support$SvgIcon$BufferedImageTranscoder#setDimensions(int,int):162;1.0
org.openpnp.spi.base$AbstractActuator#getHead():31;1.0
org.openpnp.spi.base$AbstractCamera#AbstractCamera():50;1.0
org.openpnp.spi.base$AbstractCamera#AbstractCamera():30;1.0
org.openpnp.spi.base$AbstractCamera#AbstractCamera():33;1.0
org.openpnp.spi.base$AbstractCamera#AbstractCamera():39;1.0
org.openpnp.spi.base$AbstractCamera#AbstractCamera():42;1.0
org.openpnp.spi.base$AbstractCamera#AbstractCamera():51;1.0
org.openpnp.spi.base$AbstractCamera#AbstractCamera():52;1.0
org.openpnp.spi.base$AbstractCamera#AbstractCamera():53;1.0
org.openpnp.spi.base$AbstractCamera#AbstractCamera():62;1.0
org.openpnp.spi.base$AbstractCamera#getName():71;1.0
org.openpnp.spi.base$AbstractCamera#getHead():81;1.0
org.openpnp.spi.base$AbstractCamera#setHead(org.openpnp.spi.Head):86;1.0
org.openpnp.spi.base$AbstractCamera#setHead(org.openpnp.spi.Head):87;1.0
org.openpnp.spi.base$AbstractCamera#getUnitsPerPixel():91;1.0
org.openpnp.spi.base$AbstractCamera#getVisionProvider():127;1.0
org.openpnp.spi.base$AbstractCamera#getSettleTimeMs():170;1.0
org.openpnp.machine.reference$ReferenceCamera#ReferenceCamera():94;1.0
org.openpnp.machine.reference$ReferenceCamera#ReferenceCamera():60;1.0
org.openpnp.machine.reference$ReferenceCamera#ReferenceCamera():63;1.0
org.openpnp.machine.reference$ReferenceCamera#ReferenceCamera():66;1.0
org.openpnp.machine.reference$ReferenceCamera#ReferenceCamera():69;1.0
org.openpnp.machine.reference$ReferenceCamera#ReferenceCamera():72;1.0
org.openpnp.machine.reference$ReferenceCamera#ReferenceCamera():75;1.0
org.openpnp.machine.reference$ReferenceCamera#ReferenceCamera():78;1.0
org.openpnp.machine.reference$ReferenceCamera#ReferenceCamera():86;1.0
org.openpnp.machine.reference$ReferenceCamera#ReferenceCamera():95;1.0
org.openpnp.machine.reference$ReferenceCamera#ReferenceCamera():103;1.0
org.openpnp.machine.reference$ReferenceCamera#getHeadOffsets():107;1.0
org.openpnp.machine.reference$ReferenceCamera#moveTo(org.openpnp.model.Location,double):117;1.0
org.openpnp.machine.reference$ReferenceCamera#moveTo(org.openpnp.model.Location,double):118;1.0
org.openpnp.machine.reference$ReferenceCamera#moveTo(org.openpnp.model.Location,double):119;1.0
org.openpnp.machine.reference$ReferenceCamera#moveTo(org.openpnp.model.Location,double):120;1.0
org.openpnp.machine.reference$ReferenceCamera#moveToSafeZ(double):124;1.0
org.openpnp.machine.reference$ReferenceCamera#moveToSafeZ(double):125;1.0
org.openpnp.machine.reference$ReferenceCamera#moveToSafeZ(double):126;1.0
org.openpnp.machine.reference$ReferenceCamera#moveToSafeZ(double):127;1.0
org.openpnp.machine.reference$ReferenceCamera#moveToSafeZ(double):128;1.0
org.openpnp.machine.reference$ReferenceCamera#moveToSafeZ(double):129;1.0
org.openpnp.machine.reference$ReferenceCamera#moveToSafeZ(double):130;1.0
org.openpnp.machine.reference$ReferenceCamera#transformImage(java.awt.image.BufferedImage):173;1.0
org.openpnp.machine.reference$ReferenceCamera#transformImage(java.awt.image.BufferedImage):175;1.0
org.openpnp.machine.reference$ReferenceCamera#transformImage(java.awt.image.BufferedImage):177;1.0
org.openpnp.machine.reference$ReferenceCamera#undistort(org.opencv.core.Mat):217;1.0
org.openpnp.machine.reference$ReferenceCamera#calibrate(org.opencv.core.Mat):230;1.0
org.openpnp.machine.reference$ReferenceCamera#calibrate(org.opencv.core.Mat):231;1.0
org.openpnp.machine.reference$ReferenceCamera#getLocation():285;1.0
org.openpnp.machine.reference$ReferenceCamera#getLocation():288;1.0
org.openpnp.machine.reference.camera$ImageCamera#ImageCamera():68;1.0
org.openpnp.machine.reference.camera$ImageCamera#ImageCamera():50;1.0
org.openpnp.machine.reference.camera$ImageCamera#ImageCamera():52;1.0
org.openpnp.machine.reference.camera$ImageCamera#ImageCamera():55;1.0
org.openpnp.machine.reference.camera$ImageCamera#ImageCamera():58;1.0
org.openpnp.machine.reference.camera$ImageCamera#ImageCamera():61;1.0
org.openpnp.machine.reference.camera$ImageCamera#ImageCamera():69;1.0
org.openpnp.machine.reference.camera$ImageCamera#ImageCamera():70;1.0
org.openpnp.machine.reference.camera$ImageCamera#commit():75;1.0
org.openpnp.machine.reference.camera$ImageCamera#commit():76;1.0
org.openpnp.machine.reference.camera$ImageCamera#stop():93;1.0
org.openpnp.machine.reference.camera$ImageCamera#stop():103;1.0
org.openpnp.machine.reference.camera$ImageCamera#setSourceUri(java.lang.String):117;1.0
org.openpnp.machine.reference.camera$ImageCamera#setSourceUri(java.lang.String):118;1.0
org.openpnp.machine.reference.camera$ImageCamera#setSourceUri(java.lang.String):119;1.0
org.openpnp.machine.reference.camera$ImageCamera#setSourceUri(java.lang.String):120;1.0
org.openpnp.machine.reference.camera$ImageCamera#setSourceUri(java.lang.String):121;1.0
org.openpnp.machine.reference.camera$ImageCamera#capture():129;1.0
org.openpnp.machine.reference.camera$ImageCamera#capture():134;1.0
org.openpnp.machine.reference.camera$ImageCamera#capture():136;1.0
org.openpnp.machine.reference.camera$ImageCamera#capture():137;1.0
org.openpnp.machine.reference.camera$ImageCamera#capture():138;1.0
org.openpnp.machine.reference.camera$ImageCamera#capture():140;1.0
org.openpnp.machine.reference.camera$ImageCamera#capture():141;1.0
org.openpnp.machine.reference.camera$ImageCamera#capture():143;1.0
org.openpnp.machine.reference.camera$ImageCamera#capture():144;1.0
org.openpnp.machine.reference.camera$ImageCamera#capture():146;1.0
org.openpnp.machine.reference.camera$ImageCamera#capture():158;1.0
org.openpnp.machine.reference.camera$ImageCamera#capture():160;1.0
org.openpnp.machine.reference.camera$ImageCamera#initialize():164;1.0
org.openpnp.machine.reference.camera$ImageCamera#initialize():166;1.0
org.openpnp.machine.reference.camera$ImageCamera#initialize():167;1.0
org.openpnp.machine.reference.camera$ImageCamera#initialize():173;1.0
org.openpnp.machine.reference.camera$ImageCamera#initialize():176;1.0
org.openpnp.spi$Camera$Looking#Camera$Looking(java.lang.String,int):37;1.0
org.openpnp.spi.base$AbstractCamera$1#configurationLoaded(org.openpnp.model.Configuration):57;1.0
org.openpnp.spi.base$AbstractCamera$1#configurationLoaded(org.openpnp.model.Configuration):58;1.0
org.openpnp.spi.base$AbstractCamera$1#configurationLoaded(org.openpnp.model.Configuration):60;1.0
org.openpnp.machine.reference$ReferenceCamera$1#configurationLoaded(org.openpnp.model.Configuration):99;1.0
org.openpnp.machine.reference$ReferenceCamera$1#configurationLoaded(org.openpnp.model.Configuration):100;1.0
org.openpnp.machine.reference$ReferenceCamera$1#configurationLoaded(org.openpnp.model.Configuration):101;1.0
org.openpnp.machine.reference.vision$OpenCvVisionProvider#OpenCvVisionProvider():60;1.0
org.openpnp.machine.reference.vision$OpenCvVisionProvider#OpenCvVisionProvider():277;1.0
org.openpnp.machine.reference.vision$OpenCvVisionProvider#setCamera(org.openpnp.spi.Camera):78;1.0
org.openpnp.machine.reference.vision$OpenCvVisionProvider#setCamera(org.openpnp.spi.Camera):79;1.0
org.openpnp.machine.reference.vision$OpenCvVisionProvider#getTemplateMatches(java.awt.image.BufferedImage):102;1.0
org.openpnp.spi.base$AbstractPasteDispenser#AbstractPasteDispenser():19;1.0
org.openpnp.spi.base$AbstractPasteDispenser#AbstractPasteDispenser():20;1.0
org.openpnp.spi.base$AbstractPasteDispenser#AbstractPasteDispenser():21;1.0
org.openpnp.spi.base$AbstractPasteDispenser#AbstractPasteDispenser():22;1.0
org.openpnp.spi.base$AbstractPasteDispenser#getHead():31;1.0
org.openpnp.spi.base$AbstractPasteDispenser#setHead(org.openpnp.spi.Head):36;1.0
org.openpnp.spi.base$AbstractPasteDispenser#setHead(org.openpnp.spi.Head):37;1.0
org.openpnp.spi.base$AbstractPasteDispenser#getName():41;1.0
org.openpnp.machine.reference$ReferencePasteDispenser#ReferencePasteDispenser():34;1.0
org.openpnp.machine.reference$ReferencePasteDispenser#ReferencePasteDispenser():28;1.0
org.openpnp.machine.reference$ReferencePasteDispenser#ReferencePasteDispenser():35;1.0
org.openpnp.machine.reference$ReferencePasteDispenser#ReferencePasteDispenser():43;1.0
org.openpnp.machine.reference$ReferencePasteDispenser#getHeadOffsets():47;1.0
org.openpnp.machine.reference$ReferencePasteDispenser#moveToSafeZ(double):72;1.0
org.openpnp.machine.reference$ReferencePasteDispenser#moveToSafeZ(double):73;1.0
org.openpnp.machine.reference$ReferencePasteDispenser#moveToSafeZ(double):74;1.0
org.openpnp.machine.reference$ReferencePasteDispenser#moveToSafeZ(double):75;1.0
org.openpnp.machine.reference$ReferencePasteDispenser#moveToSafeZ(double):76;1.0
org.openpnp.machine.reference$ReferencePasteDispenser#moveToSafeZ(double):77;1.0
org.openpnp.machine.reference$ReferencePasteDispenser#moveToSafeZ(double):78;1.0
org.openpnp.machine.reference$ReferencePasteDispenser#getLocation():82;1.0
org.openpnp.machine.reference$ReferencePasteDispenser$1#configurationLoaded(org.openpnp.model.Configuration):39;1.0
org.openpnp.machine.reference$ReferencePasteDispenser$1#configurationLoaded(org.openpnp.model.Configuration):40;1.0
org.openpnp.machine.reference$ReferencePasteDispenser$1#configurationLoaded(org.openpnp.model.Configuration):41;1.0
org.openpnp.machine.reference.feeder$ReferenceStripFeeder#ReferenceStripFeeder():66;1.0
org.openpnp.machine.reference.feeder$ReferenceStripFeeder#ReferenceStripFeeder():85;1.0
org.openpnp.machine.reference.feeder$ReferenceStripFeeder#ReferenceStripFeeder():88;1.0
org.openpnp.machine.reference.feeder$ReferenceStripFeeder#ReferenceStripFeeder():91;1.0
org.openpnp.machine.reference.feeder$ReferenceStripFeeder#ReferenceStripFeeder():94;1.0
org.openpnp.machine.reference.feeder$ReferenceStripFeeder#ReferenceStripFeeder():97;1.0
org.openpnp.machine.reference.feeder$ReferenceStripFeeder#ReferenceStripFeeder():100;1.0
org.openpnp.machine.reference.feeder$ReferenceStripFeeder#ReferenceStripFeeder():103;1.0
org.openpnp.machine.reference.feeder$ReferenceStripFeeder#ReferenceStripFeeder():106;1.0
org.openpnp.machine.reference.feeder$ReferenceStripFeeder#ReferenceStripFeeder():108;1.0
org.openpnp.machine.reference.feeder$ReferenceStripFeeder#ReferenceStripFeeder():110;1.0
org.openpnp.machine.reference.feeder$ReferenceStripFeeder$TapeType#ReferenceStripFeeder$TapeType(java.lang.String,int,java.lang.String):76;1.0
org.openpnp.machine.reference.feeder$ReferenceStripFeeder$TapeType#ReferenceStripFeeder$TapeType(java.lang.String,int,java.lang.String):77;1.0
org.openpnp.machine.reference.feeder$ReferenceStripFeeder$TapeType#ReferenceStripFeeder$TapeType(java.lang.String,int,java.lang.String):78;1.0
org.openpnp.spi$JobProcessor$Type#JobProcessor$Type(java.lang.String,int):31;1.0
org.openpnp.spi.base$AbstractJobProcessor#fireJobEncounteredError(org.openpnp.spi.JobProcessor$JobError,java.lang.String):158;1.0
org.openpnp.spi.base$AbstractJobProcessor#fireJobEncounteredError(org.openpnp.spi.JobProcessor$JobError,java.lang.String):159;1.0
org.openpnp.spi.base$AbstractJobProcessor#fireJobEncounteredError(org.openpnp.spi.JobProcessor$JobError,java.lang.String):160;1.0
org.openpnp.spi.base$AbstractJobProcessor#fireJobEncounteredError(org.openpnp.spi.JobProcessor$JobError,java.lang.String):161;1.0
org.openpnp.spi.base$AbstractJobProcessor#fireJobEncounteredError(org.openpnp.spi.JobProcessor$JobError,java.lang.String):162;1.0
org.openpnp.machine.reference$ReferenceJobProcessor#run():125;1.0
org.openpnp.machine.reference$ReferenceJobProcessor#run():126;1.0
org.openpnp.machine.reference$ReferenceJobProcessor#run():127;1.0
org.openpnp.machine.reference$ReferenceJobProcessor#checkFiducials():337;1.0
org.openpnp.planner$SimpleJobPlanner#setJob(org.openpnp.model.Job):46;1.0
org.openpnp.planner$SimpleJobPlanner#setJob(org.openpnp.model.Job):50;1.0
org.openpnp.model$Job#commit():53;1.0
org.openpnp.model$Job#commit():54;1.0
org.openpnp.model$Job#commit():55;1.0
org.openpnp.model$Job#commit():56;1.0
org.openpnp.model$Job#setFile(java.io.File):83;1.0
org.openpnp.model$Job#setFile(java.io.File):84;1.0
org.openpnp.model$Job#setFile(java.io.File):85;1.0
org.openpnp.model$Job#setFile(java.io.File):86;1.0
org.openpnp.model$BoardLocation#commit():59;1.0
org.openpnp.model$BoardLocation#commit():60;1.0
org.openpnp.model$BoardLocation#commit():61;1.0
org.openpnp.model$BoardLocation#getBoardFile():94;1.0
org.openpnp.model$Board#commit():83;1.0
org.openpnp.model$Board#commit():84;1.0
org.openpnp.model$Board#commit():85;1.0
org.openpnp.model$Board#commit():86;1.0
org.openpnp.model$Board#commit():87;1.0
org.openpnp.model$Board#commit():88;1.0
org.openpnp.model$Board#commit():89;1.0
org.openpnp.model$Placement#Placement():73;1.0
org.openpnp.model$Placement#Placement():74;1.0
org.openpnp.model$Placement#commit():91;1.0
org.openpnp.model$Placement#commit():92;1.0
org.openpnp.model$Placement#commit():93;1.0
org.openpnp.model$Placement#commit():96;1.0
org.openpnp.model$Placement#commit():102;1.0
org.openpnp.model$Placement$Type#Placement$Type(java.lang.String,int):38;1.0
org.openpnp.model$BoardPad#BoardPad():28;1.0
org.openpnp.model$BoardPad#BoardPad():13;1.0
org.openpnp.model$BoardPad#BoardPad():16;1.0
org.openpnp.model$BoardPad#BoardPad():19;1.0
org.openpnp.model$BoardPad#BoardPad():30;1.0
org.openpnp.model$BoardPad$Type#BoardPad$Type(java.lang.String,int):8;1.0
org.openpnp.model$Pad#Pad():9;1.0
org.openpnp.model$Pad#Pad():10;1.0
org.openpnp.model$Pad#Pad():167;1.0
org.openpnp.model$Pad$RoundRectangle#Pad$RoundRectangle():167;1.0
org.openpnp.spi$JobProcessor$JobState#JobProcessor$JobState(java.lang.String,int):8;1.0
org.openpnp.vision$FiducialLocator#locateBoard(org.openpnp.model.BoardLocation):48;1.0
org.openpnp.vision$FiducialLocator#locateBoard(org.openpnp.model.BoardLocation):50;1.0
org.openpnp.vision$FiducialLocator#locateBoard(org.openpnp.model.BoardLocation):58;1.0
org.openpnp.vision$FiducialLocator#locateBoard(org.openpnp.model.BoardLocation):60;1.0
org.openpnp.vision$FiducialLocator#locateBoard(org.openpnp.model.BoardLocation):61;1.0
org.openpnp.vision$FiducialLocator#locateBoard(org.openpnp.model.BoardLocation):63;1.0
org.openpnp.vision$FiducialLocator#locateBoard(org.openpnp.model.BoardLocation):66;1.0
org.openpnp.vision$FiducialLocator#getFiducialLocation(org.openpnp.model.BoardLocation,org.openpnp.model.Placement):128;1.0
org.openpnp.vision$FiducialLocator#getFiducialLocation(org.openpnp.model.BoardLocation,org.openpnp.model.Placement):129;1.0
org.openpnp.vision$FiducialLocator#getFiducialLocation(org.openpnp.model.BoardLocation,org.openpnp.model.Placement):130;1.0
org.openpnp.vision$FiducialLocator#getFiducialLocation(org.openpnp.model.BoardLocation,org.openpnp.model.Placement):131;1.0
org.openpnp.vision$FiducialLocator#getFiducialLocation(org.openpnp.model.BoardLocation,org.openpnp.model.Placement):133;1.0
org.openpnp.vision$FiducialLocator#getFiducialLocation(org.openpnp.model.BoardLocation,org.openpnp.model.Placement):135;1.0
org.openpnp.vision$FiducialLocator#getFiducialLocation(org.openpnp.model.BoardLocation,org.openpnp.model.Placement):136;1.0
org.openpnp.vision$FiducialLocator#getFiducialLocation(org.openpnp.model.BoardLocation,org.openpnp.model.Placement):140;1.0
org.openpnp.vision$FiducialLocator#getFiducialLocation(org.openpnp.model.BoardLocation,org.openpnp.model.Placement):141;1.0
org.openpnp.vision$FiducialLocator#getFiducialLocation(org.openpnp.model.BoardLocation,org.openpnp.model.Placement):146;1.0
