"Mutant ID";"Nr AST Transformations";"AST Transformations";"Overview Mutation Operators";"Inferred Mutation Operators";"Start End Lines";"Start End Columns"
bugswarm-sandbox/bugs/owlcs/owlapi/215059046/pre_bug/parsers/src/main/java/org/semanticweb/owlapi/functional/parser/OWLFunctionalSyntaxParserTokenManager.java;bugswarm-sandbox/bugs/owlcs/owlapi/215059046/bug/parsers/src/main/java/org/semanticweb/owlapi/functional/parser/OWLFunctionalSyntaxParserTokenManager.java;3;[DeleteOperation, DeleteOperation, InsertOperation];"[SD(deleted=t.kind = jjmatchedKind), SD(deleted=t.image = curTokenImage), ArgNrC(from=org.semanticweb.owlapi.functional.parser.Token.newToken(jjmatchedKind),to=org.semanticweb.owlapi.functional.parser.Token.newToken(jjmatchedKind, curTokenImage))]";[StatementDeletion, StatementDeletion, ArgumentNumberChange];[2799-2799, 2800-2800, 2798-2798];[4-26, 4-27, 38-50]
bugswarm-sandbox/bugs/owlcs/owlapi/215059046/pre_bug/parsers/src/main/java/org/semanticweb/owlapi/functional/parser/OWLFunctionalSyntaxParser.java;bugswarm-sandbox/bugs/owlcs/owlapi/215059046/bug/parsers/src/main/java/org/semanticweb/owlapi/functional/parser/OWLFunctionalSyntaxParser.java;3;[UpdateOperation, UpdateOperation, UpdateOperation];"[ArgTypeC(from=org.semanticweb.owlapi.functional.parser.OWLOntologyLoaderConfiguration configuration,to=org.semanticweb.owlapi.functional.parser.OntologyConfigurator configuration)]";[ArgumentTypeChange];[27-27];[45-74]
bugswarm-sandbox/bugs/owlcs/owlapi/215059046/pre_bug/parsers/src/main/java/org/semanticweb/owlapi/functional/parser/OWLFunctionalSyntaxOWLParser.java;bugswarm-sandbox/bugs/owlcs/owlapi/215059046/bug/parsers/src/main/java/org/semanticweb/owlapi/functional/parser/OWLFunctionalSyntaxOWLParser.java;1;[UpdateOperation];"[ArgTypeC(from=org.semanticweb.owlapi.model.OWLOntologyLoaderConfiguration config,to=org.semanticweb.owlapi.model.OntologyConfigurator config)]";[ArgumentTypeChange];[46-46];[54-83]
bugswarm-sandbox/bugs/owlcs/owlapi/215059046/pre_bug/parsers/src/main/java/org/semanticweb/owlapi/functional/renderer/FunctionalSyntaxObjectRenderer.java;bugswarm-sandbox/bugs/owlcs/owlapi/215059046/bug/parsers/src/main/java/org/semanticweb/owlapi/functional/renderer/FunctionalSyntaxObjectRenderer.java;1;[UpdateOperation];"[AMethodC(from=ontology.getOWLOntologyManager().getOntologyWriterConfiguration(),to=ontology.getOWLOntologyManager().getOntologyConfigurator())]";[AccessorMethodChange];[252-252];[34-98]
bugswarm-sandbox/bugs/owlcs/owlapi/215059046/pre_bug/parsers/src/main/java/org/semanticweb/owlapi/owlxml/parser/OWLXMLPH.java;bugswarm-sandbox/bugs/owlcs/owlapi/215059046/bug/parsers/src/main/java/org/semanticweb/owlapi/owlxml/parser/OWLXMLPH.java;6;[UpdateOperation, UpdateOperation, UpdateOperation, UpdateOperation, UpdateOperation, UpdateOperation];"[AMethodC(from=ontology.getOWLOntologyManager().getOntologyLoaderConfiguration(),to=ontology.getOWLOntologyManager().getOntologyConfigurator()), ArgTypeC(from=org.semanticweb.owlapi.model.OWLOntologyLoaderConfiguration configuration,to=org.semanticweb.owlapi.model.OntologyConfigurator configuration), AMethodC(from=ontology.getOWLOntologyManager().getOntologyLoaderConfiguration(),to=ontology.getOWLOntologyManager().getOntologyConfigurator()), ArgTypeC(from=org.semanticweb.owlapi.model.OWLOntologyLoaderConfiguration configuration,to=org.semanticweb.owlapi.model.OntologyConfigurator configuration)]";[AccessorMethodChange, ArgumentTypeChange, AccessorMethodChange, ArgumentTypeChange];[163-163, 170-170, 180-180, 193-193];[30-94, 43-72, 13-77, 9-38]
bugswarm-sandbox/bugs/owlcs/owlapi/215059046/pre_bug/parsers/src/main/java/org/semanticweb/owlapi/owlxml/parser/PARSER_OWLXMLVocabulary.java;bugswarm-sandbox/bugs/owlcs/owlapi/215059046/bug/parsers/src/main/java/org/semanticweb/owlapi/owlxml/parser/PARSER_OWLXMLVocabulary.java;0;[];"[]";[];[];[]
bugswarm-sandbox/bugs/owlcs/owlapi/215059046/pre_bug/parsers/src/main/java/org/semanticweb/owlapi/owlxml/renderer/OWLXMLWriter.java;bugswarm-sandbox/bugs/owlcs/owlapi/215059046/bug/parsers/src/main/java/org/semanticweb/owlapi/owlxml/renderer/OWLXMLWriter.java;1;[UpdateOperation];"[AMethodC(from=ontology.getOWLOntologyManager().getOntologyWriterConfiguration(),to=ontology.getOWLOntologyManager().getOntologyConfigurator())]";[AccessorMethodChange];[84-84];[13-77]
bugswarm-sandbox/bugs/owlcs/owlapi/215059046/pre_bug/parsers/src/main/java/org/semanticweb/owlapi/owlxml/renderer/OWLXMLObjectRenderer.java;bugswarm-sandbox/bugs/owlcs/owlapi/215059046/bug/parsers/src/main/java/org/semanticweb/owlapi/owlxml/renderer/OWLXMLObjectRenderer.java;1;[UpdateOperation];"[AMethodC(from=ontology.getOWLOntologyManager().getOntologyWriterConfiguration(),to=ontology.getOWLOntologyManager().getOntologyConfigurator())]";[AccessorMethodChange];[234-234];[34-98]
bugswarm-sandbox/bugs/owlcs/owlapi/215059046/pre_bug/api/src/main/java/org/semanticweb/owlapi/io/OWLParserParameters.java;bugswarm-sandbox/bugs/owlcs/owlapi/215059046/bug/api/src/main/java/org/semanticweb/owlapi/io/OWLParserParameters.java;3;[UpdateOperation, UpdateOperation, UpdateOperation];"[ArgTypeC(from=org.semanticweb.owlapi.model.OWLOntologyLoaderConfiguration c,to=org.semanticweb.owlapi.model.OntologyConfigurator c)]";[ArgumentTypeChange];[37-37];[47-76]
bugswarm-sandbox/bugs/owlcs/owlapi/215059046/pre_bug/api/src/main/java/org/semanticweb/owlapi/io/UnparsableOntologyException.java;bugswarm-sandbox/bugs/owlcs/owlapi/215059046/bug/api/src/main/java/org/semanticweb/owlapi/io/UnparsableOntologyException.java;2;[UpdateOperation, UpdateOperation];"[ArgTypeC(from=org.semanticweb.owlapi.model.OWLOntologyLoaderConfiguration config,to=org.semanticweb.owlapi.model.OntologyConfigurator config)]";[ArgumentTypeChange];[44-44];[9-38]
bugswarm-sandbox/bugs/owlcs/owlapi/215059046/pre_bug/api/src/main/java/org/semanticweb/owlapi/io/OWLOntologyDocumentSource.java;bugswarm-sandbox/bugs/owlcs/owlapi/215059046/bug/api/src/main/java/org/semanticweb/owlapi/io/OWLOntologyDocumentSource.java;1;[UpdateOperation];"[ArgTypeC(from=org.semanticweb.owlapi.model.OWLOntologyLoaderConfiguration config,to=org.semanticweb.owlapi.model.OntologyConfigurator config)]";[ArgumentTypeChange];[60-60];[9-38]
bugswarm-sandbox/bugs/owlcs/owlapi/215059046/pre_bug/api/src/main/java/org/semanticweb/owlapi/io/OWLParser.java;bugswarm-sandbox/bugs/owlcs/owlapi/215059046/bug/api/src/main/java/org/semanticweb/owlapi/io/OWLParser.java;1;[UpdateOperation];"[AMethodC(from=ontology.getOWLOntologyManager().getOntologyLoaderConfiguration(),to=ontology.getOWLOntologyManager().getOntologyConfigurator())]";[AccessorMethodChange];[68-68];[13-77]
bugswarm-sandbox/bugs/owlcs/owlapi/215059046/pre_bug/api/src/main/java/org/semanticweb/owlapi/io/OWLOntologyDocumentSourceBase.java;bugswarm-sandbox/bugs/owlcs/owlapi/215059046/bug/api/src/main/java/org/semanticweb/owlapi/io/OWLOntologyDocumentSourceBase.java;2;[UpdateOperation, UpdateOperation];"[ArgTypeC(from=org.semanticweb.owlapi.model.OWLOntologyLoaderConfiguration config,to=org.semanticweb.owlapi.model.OntologyConfigurator config), ArgTypeC(from=org.semanticweb.owlapi.model.OWLOntologyLoaderConfiguration config,to=org.semanticweb.owlapi.model.OntologyConfigurator config)]";[ArgumentTypeChange, ArgumentTypeChange];[149-149, 195-195];[58-87, 9-38]
bugswarm-sandbox/bugs/owlcs/owlapi/215059046/pre_bug/api/src/main/java/org/semanticweb/owlapi/util/mansyntax/ManchesterOWLSyntaxParser.java;bugswarm-sandbox/bugs/owlcs/owlapi/215059046/bug/api/src/main/java/org/semanticweb/owlapi/util/mansyntax/ManchesterOWLSyntaxParser.java;0;[];"[]";[];[];[]
bugswarm-sandbox/bugs/owlcs/owlapi/215059046/pre_bug/api/src/main/java/org/semanticweb/owlapi/util/RemappingIndividualProvider.java;bugswarm-sandbox/bugs/owlcs/owlapi/215059046/bug/api/src/main/java/org/semanticweb/owlapi/util/RemappingIndividualProvider.java;5;[UpdateOperation, UpdateOperation, UpdateOperation, DeleteOperation, InsertOperation];"[]";[];[];[]
bugswarm-sandbox/bugs/owlcs/owlapi/215059046/pre_bug/api/src/main/java/org/semanticweb/owlapi/model/OWLOntologyFactory.java;bugswarm-sandbox/bugs/owlcs/owlapi/215059046/bug/api/src/main/java/org/semanticweb/owlapi/model/OWLOntologyFactory.java;1;[UpdateOperation];"[ArgTypeC(from=org.semanticweb.owlapi.model.OWLOntologyLoaderConfiguration configuration,to=org.semanticweb.owlapi.model.OntologyConfigurator configuration)]";[ArgumentTypeChange];[59-59];[9-38]
bugswarm-sandbox/bugs/owlcs/owlapi/215059046/pre_bug/api/src/main/java/org/semanticweb/owlapi/model/OntologyConfigurator.java;bugswarm-sandbox/bugs/owlcs/owlapi/215059046/bug/api/src/main/java/org/semanticweb/owlapi/model/OntologyConfigurator.java;17;[UpdateOperation, UpdateOperation, UpdateOperation, UpdateOperation, UpdateOperation, UpdateOperation, UpdateOperation, UpdateOperation, UpdateOperation, UpdateOperation, InsertOperation, MoveOperation, MoveOperation, MoveOperation, MoveOperation, MoveOperation, MoveOperation];"[]";[];[];[]
bugswarm-sandbox/bugs/owlcs/owlapi/215059046/pre_bug/api/src/main/java/org/semanticweb/owlapi/model/OWLOntologyManager.java;bugswarm-sandbox/bugs/owlcs/owlapi/215059046/bug/api/src/main/java/org/semanticweb/owlapi/model/OWLOntologyManager.java;5;[UpdateOperation, UpdateOperation, UpdateOperation, UpdateOperation, UpdateOperation];"[ArgTypeC(from=org.semanticweb.owlapi.model.OWLOntologyLoaderConfiguration config,to=org.semanticweb.owlapi.model.OntologyConfigurator config), AMethodC(from=getOntologyLoaderConfiguration(),to=getOntologyConfigurator()), ArgTypeC(from=org.semanticweb.owlapi.model.OWLOntologyLoaderConfiguration configuration,to=org.semanticweb.owlapi.model.OntologyConfigurator configuration), AMethodC(from=getOntologyLoaderConfiguration(),to=getOntologyConfigurator()), AMethodC(from=getOntologyLoaderConfiguration(),to=getOntologyConfigurator())]";[ArgumentTypeChange, AccessorMethodChange, ArgumentTypeChange, AccessorMethodChange, AccessorMethodChange];[701-701, 1062-1062, 1080-1080, 581-581, 671-671];[9-38, 44-75, 9-38, 13-44, 65-96]
bugswarm-sandbox/bugs/owlcs/owlapi/215059046/pre_bug/compatibility/src/main/java/org/coode/owlapi/obo12/parser/OBOConsumer.java;bugswarm-sandbox/bugs/owlcs/owlapi/215059046/bug/compatibility/src/main/java/org/coode/owlapi/obo12/parser/OBOConsumer.java;3;[UpdateOperation, UpdateOperation, UpdateOperation];"[ArgTypeC(from=org.semanticweb.owlapi.model.OWLOntologyLoaderConfiguration configuration,to=org.semanticweb.owlapi.model.OntologyConfigurator configuration)]";[ArgumentTypeChange];[122-122];[46-75]
bugswarm-sandbox/bugs/owlcs/owlapi/215059046/pre_bug/compatibility/src/main/java/org/coode/owlapi/obo12/parser/OWLOBO12Parser.java;bugswarm-sandbox/bugs/owlcs/owlapi/215059046/bug/compatibility/src/main/java/org/coode/owlapi/obo12/parser/OWLOBO12Parser.java;1;[UpdateOperation];"[ArgTypeC(from=org.semanticweb.owlapi.model.OWLOntologyLoaderConfiguration config,to=org.semanticweb.owlapi.model.OntologyConfigurator config)]";[ArgumentTypeChange];[73-73];[54-83]
bugswarm-sandbox/bugs/owlcs/owlapi/215059046/pre_bug/benchmarks/src/main/java/org/semanticweb/owlapi/benchmarks/MemoryBenchmark.java;bugswarm-sandbox/bugs/owlcs/owlapi/215059046/bug/benchmarks/src/main/java/org/semanticweb/owlapi/benchmarks/MemoryBenchmark.java;2;[UpdateOperation, UpdateOperation];"[]";[];[];[]
bugswarm-sandbox/bugs/owlcs/owlapi/215059046/pre_bug/benchmarks/src/main/java/org/semanticweb/owlapi/benchmarks/MyBenchmark.java;bugswarm-sandbox/bugs/owlcs/owlapi/215059046/bug/benchmarks/src/main/java/org/semanticweb/owlapi/benchmarks/MyBenchmark.java;2;[UpdateOperation, UpdateOperation];"[]";[];[];[]
bugswarm-sandbox/bugs/owlcs/owlapi/215059046/pre_bug/contract/src/test/java/org/obolibrary/oboformat/LoadAnonymousTestCase.java;bugswarm-sandbox/bugs/owlcs/owlapi/215059046/bug/contract/src/test/java/org/obolibrary/oboformat/LoadAnonymousTestCase.java;2;[UpdateOperation, UpdateOperation];"[]";[];[];[]
bugswarm-sandbox/bugs/owlcs/owlapi/215059046/pre_bug/contract/src/test/java/org/semanticweb/owlapi/api/test/syntax/rdf/UndeclaredAnnotationTestCase.java;bugswarm-sandbox/bugs/owlcs/owlapi/215059046/bug/contract/src/test/java/org/semanticweb/owlapi/api/test/syntax/rdf/UndeclaredAnnotationTestCase.java;1;[UpdateOperation];"[]";[];[];[]
bugswarm-sandbox/bugs/owlcs/owlapi/215059046/pre_bug/contract/src/test/java/org/semanticweb/owlapi/api/test/ParsersStorersTestCase.java;bugswarm-sandbox/bugs/owlcs/owlapi/215059046/bug/contract/src/test/java/org/semanticweb/owlapi/api/test/ParsersStorersTestCase.java;1;[UpdateOperation];"[]";[];[];[]
bugswarm-sandbox/bugs/owlcs/owlapi/215059046/pre_bug/contract/src/test/java/org/semanticweb/owlapi/api/test/baseclasses/TestBase.java;bugswarm-sandbox/bugs/owlcs/owlapi/215059046/bug/contract/src/test/java/org/semanticweb/owlapi/api/test/baseclasses/TestBase.java;8;[UpdateOperation, UpdateOperation, UpdateOperation, UpdateOperation, UpdateOperation, UpdateOperation, UpdateOperation, UpdateOperation];"[ArgTypeC(from=org.semanticweb.owlapi.model.OWLOntologyLoaderConfiguration configuration,to=org.semanticweb.owlapi.model.OntologyConfigurator configuration), ArgTypeC(from=org.semanticweb.owlapi.model.OWLOntologyLoaderConfiguration c,to=org.semanticweb.owlapi.model.OntologyConfigurator c), ArgTypeC(from=org.semanticweb.owlapi.model.OWLOntologyLoaderConfiguration c,to=org.semanticweb.owlapi.model.OntologyConfigurator c), ArgTypeC(from=org.semanticweb.owlapi.model.OWLOntologyLoaderConfiguration c,to=org.semanticweb.owlapi.model.OntologyConfigurator c)]";[ArgumentTypeChange, ArgumentTypeChange, ArgumentTypeChange, ArgumentTypeChange];[102-102, 542-542, 547-547, 567-567];[9-38, 9-38, 9-38, 9-38]
bugswarm-sandbox/bugs/owlcs/owlapi/215059046/pre_bug/contract/src/test/java/org/semanticweb/owlapi/api/test/annotations/LoadAnnotationAxiomsTestCase.java;bugswarm-sandbox/bugs/owlcs/owlapi/215059046/bug/contract/src/test/java/org/semanticweb/owlapi/api/test/annotations/LoadAnnotationAxiomsTestCase.java;5;[UpdateOperation, UpdateOperation, UpdateOperation, UpdateOperation, UpdateOperation];"[ArgTypeC(from=org.semanticweb.owlapi.model.OWLOntologyLoaderConfiguration configuration,to=org.semanticweb.owlapi.model.OntologyConfigurator configuration)]";[ArgumentTypeChange];[105-105];[21-50]
bugswarm-sandbox/bugs/owlcs/owlapi/215059046/pre_bug/contract/src/test/java/org/semanticweb/owlapi/rio/RioRendererTestCase.java;bugswarm-sandbox/bugs/owlcs/owlapi/215059046/bug/contract/src/test/java/org/semanticweb/owlapi/rio/RioRendererTestCase.java;2;[UpdateOperation, UpdateOperation];"[CR_outside_criteria(from=result.length() > 8250,to=result.length() > 7600), CR_outside_criteria(from=result.length() > 26200,to=result.length() > 25500)]";[ConstantReplacement, ConstantReplacement];[192-192, 220-220];[31-34, 31-35]
bugswarm-sandbox/bugs/owlcs/owlapi/215059046/pre_bug/impl/src/main/java/uk/ac/manchester/cs/owl/owlapi/OWLOntologyFactoryImpl.java;bugswarm-sandbox/bugs/owlcs/owlapi/215059046/bug/impl/src/main/java/uk/ac/manchester/cs/owl/owlapi/OWLOntologyFactoryImpl.java;1;[UpdateOperation];"[ArgTypeC(from=org.semanticweb.owlapi.model.OWLOntologyLoaderConfiguration configuration,to=org.semanticweb.owlapi.model.OntologyConfigurator configuration)]";[ArgumentTypeChange];[82-82];[21-50]
bugswarm-sandbox/bugs/owlcs/owlapi/215059046/pre_bug/impl/src/main/java/uk/ac/manchester/cs/owl/owlapi/OWLOntologyManagerImpl.java;bugswarm-sandbox/bugs/owlcs/owlapi/215059046/bug/impl/src/main/java/uk/ac/manchester/cs/owl/owlapi/OWLOntologyManagerImpl.java;26;[UpdateOperation, UpdateOperation, UpdateOperation, UpdateOperation, UpdateOperation, UpdateOperation, UpdateOperation, UpdateOperation, UpdateOperation, UpdateOperation, UpdateOperation, UpdateOperation, DeleteOperation, DeleteOperation, DeleteOperation, DeleteOperation, DeleteOperation, DeleteOperation, DeleteOperation, DeleteOperation, DeleteOperation, DeleteOperation, InsertOperation, MoveOperation, MoveOperation, MoveOperation];"[ArgTypeC(from=org.semanticweb.owlapi.model.OWLOntologyLoaderConfiguration configuration,to=org.semanticweb.owlapi.model.OntologyConfigurator configuration), ArgTypeC(from=org.semanticweb.owlapi.model.OWLOntologyLoaderConfiguration conf,to=org.semanticweb.owlapi.model.OntologyConfigurator conf), ArgTypeC(from=org.semanticweb.owlapi.model.OWLOntologyLoaderConfiguration configuration,to=org.semanticweb.owlapi.model.OntologyConfigurator configuration), ArgTypeC(from=org.semanticweb.owlapi.model.OWLOntologyLoaderConfiguration configuration,to=org.semanticweb.owlapi.model.OntologyConfigurator configuration), AMethodC(from=getOntologyLoaderConfiguration(),to=getOntologyConfigurator()), ArgTypeC(from=org.semanticweb.owlapi.model.OWLOntologyLoaderConfiguration configuration,to=org.semanticweb.owlapi.model.OntologyConfigurator configuration), ArgTypeC(from=org.semanticweb.owlapi.model.OWLOntologyLoaderConfiguration configuration,to=org.semanticweb.owlapi.model.OntologyConfigurator configuration), AMethodC(from=getOntologyLoaderConfiguration(),to=getOntologyConfigurator()), NVMD(deleted call to=getOntologyLoaderConfiguration()), NVMD(deleted call to=getOntologyLoaderConfiguration()), NVMD(deleted call to=getOntologyLoaderConfiguration())]";[ArgumentTypeChange, ArgumentTypeChange, ArgumentTypeChange, ArgumentTypeChange, AccessorMethodChange, ArgumentTypeChange, ArgumentTypeChange, AccessorMethodChange, NonVoidMethodDeletion, NonVoidMethodDeletion, NonVoidMethodDeletion];[892-892, 985-985, 1015-1015, 1060-1060, 1452-1452, 1603-1603, 1641-1641, 1633-1633, 888-888, 972-972, 980-980];[9-38, 9-38, 51-80, 9-38, 28-59, 9-38, 9-38, 48-79, 49-80, 13-44, 51-82]
bugswarm-sandbox/bugs/owlcs/owlapi/215059046/pre_bug/impl/src/test/java/uk/ac/manchester/cs/owl/owlapi/concurrent/OWLOntologyManager_Concurrent_TestCase.java;bugswarm-sandbox/bugs/owlcs/owlapi/215059046/bug/impl/src/test/java/uk/ac/manchester/cs/owl/owlapi/concurrent/OWLOntologyManager_Concurrent_TestCase.java;12;[UpdateOperation, UpdateOperation, UpdateOperation, UpdateOperation, UpdateOperation, UpdateOperation, UpdateOperation, UpdateOperation, UpdateOperation, UpdateOperation, UpdateOperation, UpdateOperation];"[AMethodC(from=manager.getOntologyLoaderConfiguration(),to=manager.getOntologyConfigurator())]";[AccessorMethodChange];[782-782];[9-49]
bugswarm-sandbox/bugs/owlcs/owlapi/215059046/pre_bug/rio/src/main/java/org/semanticweb/owlapi/rio/RioMemoryTripleSource.java;bugswarm-sandbox/bugs/owlcs/owlapi/215059046/bug/rio/src/main/java/org/semanticweb/owlapi/rio/RioMemoryTripleSource.java;1;[UpdateOperation];"[ArgTypeC(from=org.semanticweb.owlapi.model.OWLOntologyLoaderConfiguration config,to=org.semanticweb.owlapi.model.OntologyConfigurator config)]";[ArgumentTypeChange];[152-152];[9-38]
bugswarm-sandbox/bugs/owlcs/owlapi/215059046/pre_bug/rio/src/main/java/org/semanticweb/owlapi/rio/RioRenderer.java;bugswarm-sandbox/bugs/owlcs/owlapi/215059046/bug/rio/src/main/java/org/semanticweb/owlapi/rio/RioRenderer.java;1;[UpdateOperation];"[AMethodC(from=ontology.getOWLOntologyManager().getOntologyWriterConfiguration(),to=ontology.getOWLOntologyManager().getOntologyConfigurator())]";[AccessorMethodChange];[83-83];[25-89]
bugswarm-sandbox/bugs/owlcs/owlapi/215059046/pre_bug/oboformat/src/main/java/org/obolibrary/obo2owl/OwlStringTools.java;bugswarm-sandbox/bugs/owlcs/owlapi/215059046/bug/oboformat/src/main/java/org/obolibrary/obo2owl/OwlStringTools.java;1;[UpdateOperation];"[AMethodC(from=translationManager.getOntologyLoaderConfiguration(),to=translationManager.getOntologyConfigurator())]";[AccessorMethodChange];[85-85];[17-67]
bugswarm-sandbox/bugs/owlcs/owlapi/215059046/pre_bug/oboformat/src/main/java/org/obolibrary/obo2owl/OWLAPIObo2Owl.java;bugswarm-sandbox/bugs/owlcs/owlapi/215059046/bug/oboformat/src/main/java/org/obolibrary/obo2owl/OWLAPIObo2Owl.java;4;[UpdateOperation, UpdateOperation, UpdateOperation, UpdateOperation];"[AMethodC(from=manager.getOntologyLoaderConfiguration(),to=manager.getOntologyConfigurator())]";[AccessorMethodChange];[442-442];[13-52]
bugswarm-sandbox/bugs/owlcs/owlapi/215059046/pre_bug/oboformat/src/main/java/org/obolibrary/oboformat/writer/OBOFormatWriter.java;bugswarm-sandbox/bugs/owlcs/owlapi/215059046/bug/oboformat/src/main/java/org/obolibrary/oboformat/writer/OBOFormatWriter.java;1;[UpdateOperation];"[]";[];[];[]
bugswarm-sandbox/bugs/owlcs/owlapi/215059046/pre_bug/oboformat/src/main/java/org/obolibrary/oboformat/parser/OBOFormatParser.java;bugswarm-sandbox/bugs/owlcs/owlapi/215059046/bug/oboformat/src/main/java/org/obolibrary/oboformat/parser/OBOFormatParser.java;1;[UpdateOperation];"[]";[];[];[]
