"Mutant ID";"Nr AST Transformations";"AST Transformations";"Overview Mutation Operators";"Inferred Mutation Operators";"Start End Lines";"Start End Columns"
bugswarm-sandbox/bugs/square/okhttp/400993797/pre_bug/okhttp-tests/src/test/java/okhttp3/ConnectionReuseTest.java;bugswarm-sandbox/bugs/square/okhttp/400993797/bug/okhttp-tests/src/test/java/okhttp3/ConnectionReuseTest.java;4;[DeleteOperation, InsertOperation, MoveOperation, MoveOperation];"[]";[];[];[]
bugswarm-sandbox/bugs/square/okhttp/400993797/pre_bug/okhttp-tests/src/test/java/okhttp3/URLConnectionTest.java;bugswarm-sandbox/bugs/square/okhttp/400993797/bug/okhttp-tests/src/test/java/okhttp3/URLConnectionTest.java;11;[UpdateOperation, UpdateOperation, DeleteOperation, DeleteOperation, DeleteOperation, InsertOperation, InsertOperation, InsertOperation, MoveOperation, MoveOperation, MoveOperation];"[]";[];[];[]
bugswarm-sandbox/bugs/square/okhttp/400993797/pre_bug/okhttp-tests/src/test/java/okhttp3/EventListenerTest.java;bugswarm-sandbox/bugs/square/okhttp/400993797/bug/okhttp-tests/src/test/java/okhttp3/EventListenerTest.java;5;[UpdateOperation, UpdateOperation, DeleteOperation, InsertOperation, MoveOperation];"[]";[];[];[]
bugswarm-sandbox/bugs/square/okhttp/400993797/pre_bug/okhttp-tests/src/test/java/okhttp3/CacheTest.java;bugswarm-sandbox/bugs/square/okhttp/400993797/bug/okhttp-tests/src/test/java/okhttp3/CacheTest.java;11;[DeleteOperation, DeleteOperation, DeleteOperation, InsertOperation, InsertOperation, InsertOperation, MoveOperation, MoveOperation, MoveOperation, MoveOperation, MoveOperation];"[]";[];[];[]
bugswarm-sandbox/bugs/square/okhttp/400993797/pre_bug/okhttp-tests/src/test/java/okhttp3/internal/http2/MockHttp2Peer.java;bugswarm-sandbox/bugs/square/okhttp/400993797/bug/okhttp-tests/src/test/java/okhttp3/internal/http2/MockHttp2Peer.java;4;[UpdateOperation, DeleteOperation, InsertOperation, MoveOperation];"[]";[];[];[]
bugswarm-sandbox/bugs/square/okhttp/400993797/pre_bug/okhttp-tests/src/test/java/okhttp3/internal/http2/HttpOverHttp2Test.java;bugswarm-sandbox/bugs/square/okhttp/400993797/bug/okhttp-tests/src/test/java/okhttp3/internal/http2/HttpOverHttp2Test.java;27;[UpdateOperation, UpdateOperation, UpdateOperation, UpdateOperation, UpdateOperation, UpdateOperation, UpdateOperation, UpdateOperation, UpdateOperation, UpdateOperation, UpdateOperation, UpdateOperation, DeleteOperation, DeleteOperation, DeleteOperation, DeleteOperation, DeleteOperation, DeleteOperation, DeleteOperation, DeleteOperation, DeleteOperation, DeleteOperation, InsertOperation, MoveOperation, MoveOperation, MoveOperation, MoveOperation];"[]";[];[];[]
bugswarm-sandbox/bugs/square/okhttp/400993797/pre_bug/okhttp-tests/src/test/java/okhttp3/internal/http/ThreadInterruptTest.java;bugswarm-sandbox/bugs/square/okhttp/400993797/bug/okhttp-tests/src/test/java/okhttp3/internal/http/ThreadInterruptTest.java;6;[DeleteOperation, DeleteOperation, DeleteOperation, InsertOperation, InsertOperation, MoveOperation];"[]";[];[];[]
bugswarm-sandbox/bugs/square/okhttp/400993797/pre_bug/okhttp-tests/src/test/java/okhttp3/internal/http/DisconnectTest.java;bugswarm-sandbox/bugs/square/okhttp/400993797/bug/okhttp-tests/src/test/java/okhttp3/internal/http/DisconnectTest.java;6;[DeleteOperation, DeleteOperation, DeleteOperation, InsertOperation, InsertOperation, MoveOperation];"[]";[];[];[]
bugswarm-sandbox/bugs/square/okhttp/400993797/pre_bug/okhttp-tests/src/test/java/okhttp3/internal/cache2/RelayTest.java;bugswarm-sandbox/bugs/square/okhttp/400993797/bug/okhttp-tests/src/test/java/okhttp3/internal/cache2/RelayTest.java;8;[UpdateOperation, UpdateOperation, DeleteOperation, MoveOperation, MoveOperation, MoveOperation, MoveOperation, MoveOperation];"[]";[];[];[]
bugswarm-sandbox/bugs/square/okhttp/400993797/pre_bug/okhttp-tests/src/test/java/okhttp3/internal/ws/WebSocketWriterTest.java;bugswarm-sandbox/bugs/square/okhttp/400993797/bug/okhttp-tests/src/test/java/okhttp3/internal/ws/WebSocketWriterTest.java;6;[UpdateOperation, UpdateOperation, DeleteOperation, DeleteOperation, InsertOperation, MoveOperation];"[]";[];[];[]
bugswarm-sandbox/bugs/square/okhttp/400993797/pre_bug/okhttp-tests/src/test/java/okhttp3/internal/ws/WebSocketHttpTest.java;bugswarm-sandbox/bugs/square/okhttp/400993797/bug/okhttp-tests/src/test/java/okhttp3/internal/ws/WebSocketHttpTest.java;30;[UpdateOperation, UpdateOperation, UpdateOperation, UpdateOperation, UpdateOperation, UpdateOperation, UpdateOperation, UpdateOperation, UpdateOperation, UpdateOperation, UpdateOperation, UpdateOperation, DeleteOperation, DeleteOperation, DeleteOperation, InsertOperation, InsertOperation, InsertOperation, MoveOperation, MoveOperation, MoveOperation, MoveOperation, MoveOperation, MoveOperation, MoveOperation, MoveOperation, MoveOperation, MoveOperation, MoveOperation, MoveOperation];"[]";[];[];[]
bugswarm-sandbox/bugs/square/okhttp/400993797/pre_bug/okhttp-urlconnection/src/main/java/okhttp3/internal/JavaNetHeaders.java;bugswarm-sandbox/bugs/square/okhttp/400993797/bug/okhttp-urlconnection/src/main/java/okhttp3/internal/JavaNetHeaders.java;5;[DeleteOperation, InsertOperation, MoveOperation, MoveOperation, MoveOperation];"[]";[];[];[]
bugswarm-sandbox/bugs/square/okhttp/400993797/pre_bug/okhttp-urlconnection/src/main/java/okhttp3/internal/huc/OkHttpURLConnection.java;bugswarm-sandbox/bugs/square/okhttp/400993797/bug/okhttp-urlconnection/src/main/java/okhttp3/internal/huc/OkHttpURLConnection.java;4;[UpdateOperation, DeleteOperation, InsertOperation, MoveOperation];"[ArgNrC(from=new okhttp3.internal.huc.OkHttpURLConnection.UnexpectedException(e),to=new <okhttp3.internal.huc.e>okhttp3.internal.huc.UnexpectedException())]";[ArgumentNumberChange];[603-603];[17-42]
bugswarm-sandbox/bugs/square/okhttp/400993797/pre_bug/okhttp-urlconnection/src/test/java/okhttp3/UrlConnectionCacheTest.java;bugswarm-sandbox/bugs/square/okhttp/400993797/bug/okhttp-urlconnection/src/test/java/okhttp3/UrlConnectionCacheTest.java;4;[DeleteOperation, InsertOperation, MoveOperation, MoveOperation];"[]";[];[];[]
bugswarm-sandbox/bugs/square/okhttp/400993797/pre_bug/okhttp-urlconnection/src/test/java/okhttp3/OkUrlFactoryTest.java;bugswarm-sandbox/bugs/square/okhttp/400993797/bug/okhttp-urlconnection/src/test/java/okhttp3/OkUrlFactoryTest.java;10;[UpdateOperation, UpdateOperation, DeleteOperation, DeleteOperation, InsertOperation, InsertOperation, MoveOperation, MoveOperation, MoveOperation, MoveOperation];"[]";[];[];[]
bugswarm-sandbox/bugs/square/okhttp/400993797/pre_bug/okhttp-tls/src/test/java/okhttp3/tls/HandshakeCertificatesTest.java;bugswarm-sandbox/bugs/square/okhttp/400993797/bug/okhttp-tls/src/test/java/okhttp3/tls/HandshakeCertificatesTest.java;22;[UpdateOperation, UpdateOperation, UpdateOperation, UpdateOperation, UpdateOperation, UpdateOperation, UpdateOperation, UpdateOperation, UpdateOperation, DeleteOperation, DeleteOperation, MoveOperation, MoveOperation, MoveOperation, MoveOperation, MoveOperation, MoveOperation, MoveOperation, MoveOperation, MoveOperation, MoveOperation, MoveOperation];"[]";[];[];[]
bugswarm-sandbox/bugs/square/okhttp/400993797/pre_bug/mockwebserver/src/test/java/okhttp3/mockwebserver/CustomDispatcherTest.java;bugswarm-sandbox/bugs/square/okhttp/400993797/bug/mockwebserver/src/test/java/okhttp3/mockwebserver/CustomDispatcherTest.java;9;[UpdateOperation, DeleteOperation, DeleteOperation, DeleteOperation, DeleteOperation, InsertOperation, MoveOperation, MoveOperation, MoveOperation];"[]";[];[];[]
bugswarm-sandbox/bugs/square/okhttp/400993797/pre_bug/mockwebserver/src/test/java/okhttp3/mockwebserver/MockWebServerTest.java;bugswarm-sandbox/bugs/square/okhttp/400993797/bug/mockwebserver/src/test/java/okhttp3/mockwebserver/MockWebServerTest.java;5;[UpdateOperation, DeleteOperation, InsertOperation, MoveOperation, MoveOperation];"[]";[];[];[]
bugswarm-sandbox/bugs/square/okhttp/400993797/pre_bug/okcurl/src/main/java/okhttp3/curl/Main.java;bugswarm-sandbox/bugs/square/okhttp/400993797/bug/okcurl/src/main/java/okhttp3/curl/Main.java;11;[UpdateOperation, UpdateOperation, UpdateOperation, UpdateOperation, DeleteOperation, DeleteOperation, InsertOperation, InsertOperation, MoveOperation, MoveOperation, MoveOperation];"[]";[];[];[]
bugswarm-sandbox/bugs/square/okhttp/400993797/pre_bug/okhttp-logging-interceptor/src/main/java/okhttp3/logging/HttpLoggingInterceptor.java;bugswarm-sandbox/bugs/square/okhttp/400993797/bug/okhttp-logging-interceptor/src/main/java/okhttp3/logging/HttpLoggingInterceptor.java;4;[DeleteOperation, InsertOperation, MoveOperation, MoveOperation];"[]";[];[];[]
bugswarm-sandbox/bugs/square/okhttp/400993797/pre_bug/okhttp-logging-interceptor/src/test/java/okhttp3/logging/HttpLoggingInterceptorTest.java;bugswarm-sandbox/bugs/square/okhttp/400993797/bug/okhttp-logging-interceptor/src/test/java/okhttp3/logging/HttpLoggingInterceptorTest.java;4;[UpdateOperation, DeleteOperation, InsertOperation, MoveOperation];"[]";[];[];[]
bugswarm-sandbox/bugs/square/okhttp/400993797/pre_bug/okhttp-logging-interceptor/src/test/java/okhttp3/logging/LoggingEventListenerTest.java;bugswarm-sandbox/bugs/square/okhttp/400993797/bug/okhttp-logging-interceptor/src/test/java/okhttp3/logging/LoggingEventListenerTest.java;4;[UpdateOperation, DeleteOperation, InsertOperation, MoveOperation];"[]";[];[];[]
bugswarm-sandbox/bugs/square/okhttp/400993797/pre_bug/okhttp/src/main/java/okhttp3/Authenticator.java;bugswarm-sandbox/bugs/square/okhttp/400993797/bug/okhttp/src/main/java/okhttp3/Authenticator.java;4;[DeleteOperation, InsertOperation, MoveOperation, MoveOperation];"[]";[];[];[]
bugswarm-sandbox/bugs/square/okhttp/400993797/pre_bug/okhttp/src/main/java/okhttp3/Dns.java;bugswarm-sandbox/bugs/square/okhttp/400993797/bug/okhttp/src/main/java/okhttp3/Dns.java;5;[DeleteOperation, InsertOperation, MoveOperation, MoveOperation, MoveOperation];"[]";[];[];[]
bugswarm-sandbox/bugs/square/okhttp/400993797/pre_bug/okhttp/src/main/java/okhttp3/ConnectionPool.java;bugswarm-sandbox/bugs/square/okhttp/400993797/bug/okhttp/src/main/java/okhttp3/ConnectionPool.java;4;[UpdateOperation, DeleteOperation, InsertOperation, MoveOperation];"[]";[];[];[]
bugswarm-sandbox/bugs/square/okhttp/400993797/pre_bug/okhttp/src/main/java/okhttp3/CipherSuite.java;bugswarm-sandbox/bugs/square/okhttp/400993797/bug/okhttp/src/main/java/okhttp3/CipherSuite.java;9;[DeleteOperation, InsertOperation, MoveOperation, MoveOperation, MoveOperation, MoveOperation, MoveOperation, MoveOperation, MoveOperation];"[]";[];[];[]
bugswarm-sandbox/bugs/square/okhttp/400993797/pre_bug/okhttp/src/main/java/okhttp3/internal/Util.java;bugswarm-sandbox/bugs/square/okhttp/400993797/bug/okhttp/src/main/java/okhttp3/internal/Util.java;11;[DeleteOperation, DeleteOperation, DeleteOperation, DeleteOperation, DeleteOperation, InsertOperation, InsertOperation, MoveOperation, MoveOperation, MoveOperation, MoveOperation];"[]";[];[];[]
bugswarm-sandbox/bugs/square/okhttp/400993797/pre_bug/okhttp/src/main/java/okhttp3/internal/ws/RealWebSocket.java;bugswarm-sandbox/bugs/square/okhttp/400993797/bug/okhttp/src/main/java/okhttp3/internal/ws/RealWebSocket.java;13;[UpdateOperation, UpdateOperation, UpdateOperation, UpdateOperation, UpdateOperation, UpdateOperation, UpdateOperation, DeleteOperation, DeleteOperation, InsertOperation, MoveOperation, MoveOperation, MoveOperation];"[]";[];[];[]
bugswarm-sandbox/bugs/square/okhttp/400993797/pre_bug/okhttp/src/main/java/okhttp3/EventListener.java;bugswarm-sandbox/bugs/square/okhttp/400993797/bug/okhttp/src/main/java/okhttp3/EventListener.java;6;[DeleteOperation, DeleteOperation, DeleteOperation, InsertOperation, MoveOperation, MoveOperation];"[SD(deleted=return new okhttp3.EventListener.Factory() {
    public okhttp3.EventListener create(okhttp3.Call call) {
        return listener;
    }
})]";[StatementDeletion];[57-61];[5-6]
bugswarm-sandbox/bugs/square/okhttp/400993797/pre_bug/okhttp-sse/src/main/java/okhttp3/sse/EventSources.java;bugswarm-sandbox/bugs/square/okhttp/400993797/bug/okhttp-sse/src/main/java/okhttp3/sse/EventSources.java;7;[UpdateOperation, DeleteOperation, InsertOperation, MoveOperation, MoveOperation, MoveOperation, MoveOperation];"[]";[];[];[]
bugswarm-sandbox/bugs/square/okhttp/400993797/pre_bug/okhttp-testing-support/src/main/java/okhttp3/TestUtil.java;bugswarm-sandbox/bugs/square/okhttp/400993797/bug/okhttp-testing-support/src/main/java/okhttp3/TestUtil.java;8;[UpdateOperation, DeleteOperation, DeleteOperation, InsertOperation, InsertOperation, MoveOperation, MoveOperation, MoveOperation];"[VVR(from=Dns.SYSTEM.lookup(hostname),to=Dns.SYSTEM.lookup(hostname))]";[VarToVarReplacement];[35-37];[35-46]
bugswarm-sandbox/bugs/square/okhttp/400993797/pre_bug/okhttp-testing-support/src/main/java/okhttp3/testing/InstallUncaughtExceptionHandlerListener.java;bugswarm-sandbox/bugs/square/okhttp/400993797/bug/okhttp-testing-support/src/main/java/okhttp3/testing/InstallUncaughtExceptionHandlerListener.java;14;[UpdateOperation, DeleteOperation, MoveOperation, MoveOperation, MoveOperation, MoveOperation, MoveOperation, MoveOperation, MoveOperation, MoveOperation, MoveOperation, MoveOperation, MoveOperation, MoveOperation];"[]";[];[];[]
